1717442655.956,519698.030867,4450473.900028,0,-2.53,-0.01,0,2024,12,6,6,7,25,650,40.1884,117.23131,75.03
1717442656.006,519698.030925,4450473.899873,0,-2.53,-0.01,0,2024,12,6,6,7,25,700,40.1884,117.23131,75.03
1717442656.056,519698.030892,4450473.900052,0,-2.53,-0.01,0,2024,12,6,6,7,25,750,40.1884,117.23131,75.03
1717442656.106,519698.030941,4450473.899904,0,-2.53,-0.01,0,2024,12,6,6,7,25,800,40.1884,117.23131,75.03
1717442656.156,519698.030879,4450473.900085,0,-2.53,-0.01,0,2024,12,6,6,7,25,850,40.1884,117.23131,75.03
1717442656.206,519698.027361,4450473.89194,0,-2.53,-0.01,0,2024,12,6,6,7,25,900,40.188399,117.231309,75.03
1717442656.256,519698.027292,4450473.892107,0,-2.53,-0.01,0,2024,12,6,6,7,25,950,40.188399,117.231309,75.03
1717442656.306,519698.027348,4450473.891945,0,-2.53,-0.01,0,2024,12,6,6,7,26,0,40.188399,117.231309,75.03
1717442656.356,519698.027285,4450473.892102,0,-2.53,-0.01,0,2024,12,6,6,7,26,50,40.188399,117.231309,75.03
1717442656.406,519698.027344,4450473.891943,0,-2.53,-0.01,0,2024,12,6,6,7,26,100,40.188399,117.231309,75.03
1717442656.456,519698.027269,4450473.892057,0,-2.53,-0.01,0,2024,12,6,6,7,26,150,40.188399,117.231309,75.03
1717442656.506,519698.027324,4450473.89191,0,-2.53,-0.01,0,2024,12,6,6,7,26,200,40.188399,117.231309,75.03
1717442656.556,519698.027263,4450473.892092,0,-2.53,-0.01,0,2024,12,6,6,7,26,250,40.188399,117.231309,75.03
1717442656.606,519698.027327,4450473.891937,0,-2.53,-0.01,0,2024,12,6,6,7,26,300,40.188399,117.231309,75.03
1717442656.656,519698.027254,4450473.892077,0,-2.53,-0.01,0,2024,12,6,6,7,26,350,40.188399,117.231309,75.03
1717442656.706,519698.027317,4450473.891925,0,-2.53,-0.01,0,2024,12,6,6,7,26,400,40.188399,117.231309,75.03
1717442656.756,519698.027246,4450473.892064,0,-2.53,-0.01,0,2024,12,6,6,7,26,450,40.188399,117.231309,75.03
1717442656.806,519698.023568,4450473.883815,0,-2.53,-0.01,0,2024,12,6,6,7,26,500,40.188399,117.231309,75.02
1717442656.856,519698.023515,4450473.883992,0,-2.53,-0.01,0,2024,12,6,6,7,26,550,40.188399,117.231309,75.02
1717442656.906,519698.023585,4450473.883837,0,-2.53,-0.01,0,2024,12,6,6,7,26,600,40.188399,117.231309,75.02
